sample,date,volume,strain,temperature,nitrate,rep.flask,fluor,comments
Chsim_05/28/2016 10:40:00_Collect_10_L1,05/28/2016 10:40,50ml,Collect,10,L1,3,2.617,
Chsim_05/28/2016 10:40:00_Collect_34_L1,05/28/2016 10:40,50ml,Collect,34,L1,1,0.924,
Chsim_05/28/2016 10:40:00_Collect_34_L1,05/28/2016 10:40,50ml,Collect,34,L1,2,0.778,
Chsim_05/28/2016 10:40:00_Collect_34_L1,05/28/2016 10:40,50ml,Collect,34,L1,3,0.957,
Chsim_05/28/2016 10:40:00_Collect_35_L1,05/28/2016 10:40,50ml,Collect,35,L1,1,0.681,
Chsim_05/28/2016 10:40:00_Collect_35_L1,05/28/2016 10:40,50ml,Collect,35,L1,2,0.657,
Chsim_05/28/2016 10:40:00_Collect_35_L1,05/28/2016 10:40,50ml,Collect,35,L1,3,0.64,
Chsim_05/28/2016 10:40:00_ANCL1-1_10_L1,05/28/2016 10:40,50ml,ANCL1-1,10,L1,1,3.327,
Chsim_05/28/2016 10:40:00_ANCL1-1_10_L1,05/28/2016 10:40,50ml,ANCL1-1,10,L1,2,2.93,
Chsim_05/28/2016 10:40:00_ANCL1-1_10_L1,05/28/2016 10:40,50ml,ANCL1-1,10,L1,3,3.154,
Chsim_05/28/2016 10:40:00_ANCL1-1_32_L1,05/28/2016 10:40,50ml,ANCL1-1,32,L1,1,96.324,
Chsim_05/28/2016 10:40:00_ANCL1-1_32_L1,05/28/2016 10:40,50ml,ANCL1-1,32,L1,2,98.71,
Chsim_05/28/2016 10:40:00_ANCL1-1_32_L1,05/28/2016 10:40,50ml,ANCL1-1,32,L1,3,119.18,
Chsim_05/28/2016 10:40:00_ANCL1-1_34_L1,05/28/2016 10:40,50ml,ANCL1-1,34,L1,1,0.649,
Chsim_05/28/2016 10:40:00_ANCL1-1_34_L1,05/28/2016 10:40,50ml,ANCL1-1,34,L1,2,0.643,
Chsim_05/28/2016 10:40:00_ANCL1-1_34_L1,05/28/2016 10:40,50ml,ANCL1-1,34,L1,3,0.822,
Chsim_05/28/2016 10:40:00_ANCL1-1_35_L1,05/28/2016 10:40,50ml,ANCL1-1,35,L1,1,0.638,
Chsim_05/28/2016 10:40:00_ANCL1-1_35_L1,05/28/2016 10:40,50ml,ANCL1-1,35,L1,2,0.58,
Chsim_05/28/2016 10:40:00_ANCL1-1_35_L1,05/28/2016 10:40,50ml,ANCL1-1,35,L1,3,0.66,
Chsim_05/29/2016 13:15:00_L1-1-old_35_L1,05/29/2016 13:15,50ml,L1-1-old,35,L1,1,60.296,
Chsim_05/29/2016 13:15:00_L1-1-old_35_L1,05/29/2016 13:15,50ml,L1-1-old,35,L1,2,53.986,
Chsim_05/29/2016 13:15:00_L1-1-old_35_L1,05/29/2016 13:15,50ml,L1-1-old,35,L1,3,78.019,
Chsim_05/29/2016 13:15:00_L1-3_35_L1,05/29/2016 13:15,50ml,L1-3,35,L1,1,30.614,
Chsim_05/29/2016 13:15:00_L1-3_35_L1,05/29/2016 13:15,50ml,L1-3,35,L1,2,24.118,
Chsim_05/29/2016 13:15:00_L1-3_35_L1,05/29/2016 13:15,50ml,L1-3,35,L1,3,19.266,
Chsim_05/29/2016 13:15:00_Collect_34_L1,05/29/2016 13:15,50ml,Collect,34,L1,1,1.22,
Chsim_05/29/2016 13:15:00_Collect_34_L1,05/29/2016 13:15,50ml,Collect,34,L1,2,0.964,
Chsim_05/29/2016 13:15:00_Collect_34_L1,05/29/2016 13:15,50ml,Collect,34,L1,3,1.211,
Chsim_05/29/2016 13:15:00_Collect_35_L1,05/29/2016 13:15,50ml,Collect,35,L1,1,0.664,
Chsim_05/29/2016 13:15:00_Collect_35_L1,05/29/2016 13:15,50ml,Collect,35,L1,2,0.641,
Chsim_05/29/2016 13:15:00_Collect_35_L1,05/29/2016 13:15,50ml,Collect,35,L1,3,0.635,
Chsim_05/29/2016 13:15:00_ANCL1-1_34_L1,05/29/2016 13:15,50ml,ANCL1-1,34,L1,1,0.885,
Chsim_05/29/2016 13:15:00_ANCL1-1_34_L1,05/29/2016 13:15,50ml,ANCL1-1,34,L1,2,0.804,
Chsim_05/29/2016 13:15:00_ANCL1-1_34_L1,05/29/2016 13:15,50ml,ANCL1-1,34,L1,3,0.782,
Chsim_05/29/2016 13:15:00_ANCL1-1_35_L1,05/29/2016 13:15,50ml,ANCL1-1,35,L1,1,0.601,
Chsim_05/29/2016 13:15:00_ANCL1-1_35_L1,05/29/2016 13:15,50ml,ANCL1-1,35,L1,2,0.593,
Chsim_05/29/2016 13:15:00_ANCL1-1_35_L1,05/29/2016 13:15,50ml,ANCL1-1,35,L1,3,0.632,
Chsim_05/30/2016 10:50:00_L1-1-old_10_L1,05/30/2016 10:50,50ml,L1-1-old,10,L1,1,2.404,
Chsim_05/30/2016 10:50:00_L1-1-old_10_L1,05/30/2016 10:50,50ml,L1-1-old,10,L1,2,2.392,
Chsim_05/30/2016 10:50:00_L1-1-old_10_L1,05/30/2016 10:50,50ml,L1-1-old,10,L1,3,2.124,
Chsim_05/30/2016 10:50:00_L1-1-old_35_L1,05/30/2016 10:50,50ml,L1-1-old,35,L1,1,73.184,
Chsim_05/30/2016 10:50:00_L1-1-old_35_L1,05/30/2016 10:50,50ml,L1-1-old,35,L1,2,68.546,
Chsim_05/30/2016 10:50:00_L1-1-old_35_L1,05/30/2016 10:50,50ml,L1-1-old,35,L1,3,101.51,
Chsim_05/30/2016 10:50:00_L1-3_10_L1,05/30/2016 10:50,50ml,L1-3,10,L1,1,3.385,
Chsim_05/30/2016 10:50:00_L1-3_10_L1,05/30/2016 10:50,50ml,L1-3,10,L1,2,3.02,
Chsim_05/30/2016 10:50:00_L1-3_10_L1,05/30/2016 10:50,50ml,L1-3,10,L1,3,2.983,
Chsim_05/30/2016 10:50:00_L1-3_35_L1,05/30/2016 10:50,50ml,L1-3,35,L1,1,32.814,
Chsim_05/30/2016 10:50:00_L1-3_35_L1,05/30/2016 10:50,50ml,L1-3,35,L1,2,24.074,
Chsim_05/30/2016 10:50:00_L1-3_35_L1,05/30/2016 10:50,50ml,L1-3,35,L1,3,18.956,
Chsim_05/30/2016 10:50:00_Collect_10_L1,05/30/2016 10:50,50ml,Collect,10,L1,1,2.436,
Chsim_05/30/2016 10:50:00_Collect_10_L1,05/30/2016 10:50,50ml,Collect,10,L1,2,2.249,
Chsim_05/30/2016 10:50:00_Collect_10_L1,05/30/2016 10:50,50ml,Collect,10,L1,3,2.188,
Chsim_05/30/2016 10:50:00_Collect_34_L1,05/30/2016 10:50,50ml,Collect,34,L1,1,1.375,
Chsim_05/30/2016 10:50:00_Collect_34_L1,05/30/2016 10:50,50ml,Collect,34,L1,2,0.965,
Chsim_05/30/2016 10:50:00_Collect_34_L1,05/30/2016 10:50,50ml,Collect,34,L1,3,1.41,
Chsim_05/30/2016 10:50:00_Collect_35_L1,05/30/2016 10:50,50ml,Collect,35,L1,1,0.652,
Chsim_05/30/2016 10:50:00_Collect_35_L1,05/30/2016 10:50,50ml,Collect,35,L1,2,0.616,
Chsim_05/30/2016 10:50:00_Collect_35_L1,05/30/2016 10:50,50ml,Collect,35,L1,3,0.613,
Chsim_05/30/2016 10:50:00_ANCL1-1_10_L1,05/30/2016 10:50,50ml,ANCL1-1,10,L1,1,2.954,
Chsim_05/30/2016 10:50:00_ANCL1-1_10_L1,05/30/2016 10:50,50ml,ANCL1-1,10,L1,2,2.733,
Chsim_05/30/2016 10:50:00_ANCL1-1_10_L1,05/30/2016 10:50,50ml,ANCL1-1,10,L1,3,2.871,
Chsim_05/30/2016 10:50:00_ANCL1-1_34_L1,05/30/2016 10:50,50ml,ANCL1-1,34,L1,1,0.864,
Chsim_05/30/2016 10:50:00_ANCL1-1_34_L1,05/30/2016 10:50,50ml,ANCL1-1,34,L1,2,0.818,
Chsim_05/30/2016 10:50:00_ANCL1-1_34_L1,05/30/2016 10:50,50ml,ANCL1-1,34,L1,3,0.841,
Chsim_05/30/2016 10:50:00_ANCL1-1_35_L1,05/30/2016 10:50,50ml,ANCL1-1,35,L1,1,0.58,
Chsim_05/30/2016 10:50:00_ANCL1-1_35_L1,05/30/2016 10:50,50ml,ANCL1-1,35,L1,2,0.554,
Chsim_05/30/2016 10:50:00_ANCL1-1_35_L1,05/30/2016 10:50,50ml,ANCL1-1,35,L1,3,0.615,
Chsim_05/31/2016 10:00:00_Collect_34_L1,05/31/2016 10:00,50ml,Collect,34,L1,1,1.73,
Chsim_05/31/2016 10:00:00_Collect_34_L1,05/31/2016 10:00,50ml,Collect,34,L1,2,1.02,
Chsim_05/31/2016 10:00:00_Collect_34_L1,05/31/2016 10:00,50ml,Collect,34,L1,3,1.647,
Chsim_05/31/2016 10:00:00_ANCL1-1_34_L1,05/31/2016 10:00,50ml,ANCL1-1,34,L1,1,0.902,
Chsim_05/31/2016 10:00:00_ANCL1-1_34_L1,05/31/2016 10:00,50ml,ANCL1-1,34,L1,2,0.857,
Chsim_05/31/2016 10:00:00_ANCL1-1_34_L1,05/31/2016 10:00,50ml,ANCL1-1,34,L1,3,0.857,
