sample,date,strain,temperature,nitrate,rep.well,fluor,comments
Chsim_01/29/Friday 10:15:00_L1-2_31_L1,01/29/2016 10:15,L1-2,31,L1,3,255.980,
Chsim_01/29/Friday 10:15:00_L1-2_31_L1,01/29/2016 10:15,L1-2,31,L1,4,331.280,
Chsim_01/29/Friday 10:15:00_L1-2_31_5,01/29/2016 10:15,L1-2,31,5,1,66.108,
Chsim_01/29/Friday 10:15:00_L1-2_31_5,01/29/2016 10:15,L1-2,31,5,2,44.256,
Chsim_01/29/Friday 10:15:00_L1-2_31_5,01/29/2016 10:15,L1-2,31,5,3,46.778,
Chsim_01/29/Friday 10:15:00_L1-2_31_5,01/29/2016 10:15,L1-2,31,5,4,80.378,
Chsim_01/29/Friday 10:15:00_L1-2_32_L1,01/29/2016 10:15,L1-2,32,L1,1,372.690,
Chsim_01/29/Friday 10:15:00_L1-2_32_L1,01/29/2016 10:15,L1-2,32,L1,2,1.487,
Chsim_01/29/Friday 10:15:00_L1-2_32_L1,01/29/2016 10:15,L1-2,32,L1,3,205.640,
Chsim_01/29/Friday 10:15:00_L1-2_32_L1,01/29/2016 10:15,L1-2,32,L1,4,335.430,
Chsim_01/29/Friday 10:15:00_L1-2_32_5,01/29/2016 10:15,L1-2,32,5,1,317.900,
Chsim_01/29/Friday 10:15:00_L1-2_32_5,01/29/2016 10:15,L1-2,32,5,2,71.916,
Chsim_01/29/Friday 10:15:00_L1-2_32_5,01/29/2016 10:15,L1-2,32,5,3,115.840,
Chsim_01/29/Friday 10:15:00_L1-2_32_5,01/29/2016 10:15,L1-2,32,5,4,58.929,
Chsim_01/29/Friday 10:15:00_L1-2_34_L1,01/29/2016 10:15,L1-2,34,L1,1,3.164,
Chsim_01/29/Friday 10:15:00_L1-2_34_L1,01/29/2016 10:15,L1-2,34,L1,2,3.100,
Chsim_01/29/Friday 10:15:00_L1-2_34_L1,01/29/2016 10:15,L1-2,34,L1,3,2.593,
Chsim_01/29/Friday 10:15:00_L1-2_34_L1,01/29/2016 10:15,L1-2,34,L1,4,3.105,
Chsim_01/29/Friday 10:15:00_L1-2_34_5,01/29/2016 10:15,L1-2,34,5,1,6.195,
Chsim_01/29/Friday 10:15:00_L1-2_34_5,01/29/2016 10:15,L1-2,34,5,2,5.696,
Chsim_01/29/Friday 10:15:00_L1-2_34_5,01/29/2016 10:15,L1-2,34,5,3,4.974,
Chsim_01/29/Friday 10:15:00_L1-2_34_5,01/29/2016 10:15,L1-2,34,5,4,5.534,
Chsim_01/29/Friday 10:50:00_L1-3_12_L1,01/29/2016 10:50,L1-3,12,L1,1,38.412,
Chsim_01/29/Friday 10:50:00_L1-3_12_L1,01/29/2016 10:50,L1-3,12,L1,2,68.400,
Chsim_01/29/Friday 10:50:00_L1-3_12_L1,01/29/2016 10:50,L1-3,12,L1,3,45.324,
Chsim_01/29/Friday 10:50:00_L1-3_12_L1,01/29/2016 10:50,L1-3,12,L1,4,57.540,
Chsim_01/29/Friday 10:50:00_L1-3_12_5,01/29/2016 10:50,L1-3,12,5,1,11.945,
Chsim_01/29/Friday 10:50:00_L1-3_12_5,01/29/2016 10:50,L1-3,12,5,2,10.315,
Chsim_01/29/Friday 10:50:00_L1-3_12_5,01/29/2016 10:50,L1-3,12,5,3,19.321,
Chsim_01/29/Friday 10:50:00_L1-3_12_5,01/29/2016 10:50,L1-3,12,5,4,14.577,
Chsim_01/29/Friday 10:50:00_L1-3_20_L1,01/29/2016 10:50,L1-3,20,L1,1,412.070,
Chsim_01/29/Friday 10:50:00_L1-3_20_L1,01/29/2016 10:50,L1-3,20,L1,2,375.260,
Chsim_01/29/Friday 10:50:00_L1-3_20_L1,01/29/2016 10:50,L1-3,20,L1,3,207.320,
Chsim_01/29/Friday 10:50:00_L1-3_20_L1,01/29/2016 10:50,L1-3,20,L1,4,195.680,
Chsim_01/29/Friday 10:50:00_L1-3_20_5,01/29/2016 10:50,L1-3,20,5,1,47.117,
Chsim_01/29/Friday 10:50:00_L1-3_20_5,01/29/2016 10:50,L1-3,20,5,2,37.209,
Chsim_01/29/Friday 10:50:00_L1-3_20_5,01/29/2016 10:50,L1-3,20,5,3,21.035,
Chsim_01/29/Friday 10:50:00_L1-3_20_5,01/29/2016 10:50,L1-3,20,5,4,27.396,
Chsim_01/29/Friday 10:50:00_L1-3_25_L1,01/29/2016 10:50,L1-3,25,L1,1,226.940,
Chsim_01/29/Friday 10:50:00_L1-3_25_L1,01/29/2016 10:50,L1-3,25,L1,2,439.710,
Chsim_01/29/Friday 10:50:00_L1-3_25_L1,01/29/2016 10:50,L1-3,25,L1,3,279.260,
Chsim_01/29/Friday 10:50:00_L1-3_25_L1,01/29/2016 10:50,L1-3,25,L1,4,460.750,
Chsim_01/29/Friday 10:50:00_L1-3_25_5,01/29/2016 10:50,L1-3,25,5,1,35.495,
Chsim_01/29/Friday 10:50:00_L1-3_25_5,01/29/2016 10:50,L1-3,25,5,2,76.564,
Chsim_01/29/Friday 10:50:00_L1-3_25_5,01/29/2016 10:50,L1-3,25,5,3,26.911,
Chsim_01/29/Friday 10:50:00_L1-3_25_5,01/29/2016 10:50,L1-3,25,5,4,34.907,
Chsim_01/29/Friday 10:50:00_L1-3_29_L1,01/29/2016 10:50,L1-3,29,L1,1,285.540,
Chsim_01/29/Friday 10:50:00_L1-3_29_L1,01/29/2016 10:50,L1-3,29,L1,2,266.540,
Chsim_01/29/Friday 10:50:00_L1-3_29_L1,01/29/2016 10:50,L1-3,29,L1,3,199.130,
Chsim_01/29/Friday 10:50:00_L1-3_29_L1,01/29/2016 10:50,L1-3,29,L1,4,366.810,
Chsim_01/29/Friday 10:50:00_L1-3_29_5,01/29/2016 10:50,L1-3,29,5,1,44.745,
Chsim_01/29/Friday 10:50:00_L1-3_29_5,01/29/2016 10:50,L1-3,29,5,2,85.446,
Chsim_01/29/Friday 10:50:00_L1-3_29_5,01/29/2016 10:50,L1-3,29,5,3,111.140,
Chsim_01/29/Friday 10:50:00_L1-3_29_5,01/29/2016 10:50,L1-3,29,5,4,88.367,
Chsim_01/29/Friday 10:50:00_L1-3_31_L1,01/29/2016 10:50,L1-3,31,L1,1,339.550,
Chsim_01/29/Friday 10:50:00_L1-3_31_L1,01/29/2016 10:50,L1-3,31,L1,2,571.480,
Chsim_01/29/Friday 10:50:00_L1-3_31_L1,01/29/2016 10:50,L1-3,31,L1,3,323.770,
Chsim_01/29/Friday 10:50:00_L1-3_31_L1,01/29/2016 10:50,L1-3,31,L1,4,349.670,
Chsim_01/29/Friday 10:50:00_L1-3_31_5,01/29/2016 10:50,L1-3,31,5,1,43.369,
Chsim_01/29/Friday 10:50:00_L1-3_31_5,01/29/2016 10:50,L1-3,31,5,2,55.298,
Chsim_01/29/Friday 10:50:00_L1-3_31_5,01/29/2016 10:50,L1-3,31,5,3,60.001,
Chsim_01/29/Friday 10:50:00_L1-3_31_5,01/29/2016 10:50,L1-3,31,5,4,79.418,
Chsim_01/29/Friday 10:50:00_L1-3_32_L1,01/29/2016 10:50,L1-3,32,L1,1,406.540,
Chsim_01/29/Friday 10:50:00_L1-3_32_L1,01/29/2016 10:50,L1-3,32,L1,2,337.110,
Chsim_01/29/Friday 10:50:00_L1-3_32_L1,01/29/2016 10:50,L1-3,32,L1,3,270.010,
Chsim_01/29/Friday 10:50:00_L1-3_32_L1,01/29/2016 10:50,L1-3,32,L1,4,350.940,
Chsim_01/29/Friday 10:50:00_L1-3_32_5,01/29/2016 10:50,L1-3,32,5,1,48.540,
Chsim_01/29/Friday 10:50:00_L1-3_32_5,01/29/2016 10:50,L1-3,32,5,2,192.730,
Chsim_01/29/Friday 10:50:00_L1-3_32_5,01/29/2016 10:50,L1-3,32,5,3,62.768,
Chsim_01/29/Friday 10:50:00_L1-3_32_5,01/29/2016 10:50,L1-3,32,5,4,85.096,
Chsim_01/29/Friday 10:50:00_L1-3_34_L1,01/29/2016 10:50,L1-3,34,L1,1,92.033,
Chsim_01/29/Friday 10:50:00_L1-3_34_L1,01/29/2016 10:50,L1-3,34,L1,2,67.420,
Chsim_01/29/Friday 10:50:00_L1-3_34_L1,01/29/2016 10:50,L1-3,34,L1,3,19.580,
Chsim_01/29/Friday 10:50:00_L1-3_34_L1,01/29/2016 10:50,L1-3,34,L1,4,31.940,
Chsim_01/29/Friday 10:50:00_L1-3_34_5,01/29/2016 10:50,L1-3,34,5,1,3.398,
Chsim_01/29/Friday 10:50:00_L1-3_34_5,01/29/2016 10:50,L1-3,34,5,2,3.488,
Chsim_01/29/Friday 10:50:00_L1-3_34_5,01/29/2016 10:50,L1-3,34,5,3,3.199,
Chsim_01/29/Friday 10:50:00_L1-3_34_5,01/29/2016 10:50,L1-3,34,5,4,2.832,
Chsim_01/29/Friday 11:10:00_5-3_12_L1,01/29/2016 11:10,5-3,12,L1,1,21.828,
Chsim_01/29/Friday 11:10:00_5-3_12_L1,01/29/2016 11:10,5-3,12,L1,2,113.360,
Chsim_01/29/Friday 11:10:00_5-3_12_L1,01/29/2016 11:10,5-3,12,L1,3,36.800,
Chsim_01/29/Friday 11:10:00_5-3_12_L1,01/29/2016 11:10,5-3,12,L1,4,49.513,
Chsim_01/29/Friday 11:10:00_5-3_12_5,01/29/2016 11:10,5-3,12,5,1,37.753,
Chsim_01/29/Friday 11:10:00_5-3_12_5,01/29/2016 11:10,5-3,12,5,2,12.590,
Chsim_01/29/Friday 11:10:00_5-3_12_5,01/29/2016 11:10,5-3,12,5,3,38.042,
Chsim_01/29/Friday 11:10:00_5-3_12_5,01/29/2016 11:10,5-3,12,5,4,27.296,
Chsim_01/29/Friday 11:10:00_5-3_20_L1,01/29/2016 11:10,5-3,20,L1,1,357.710,
Chsim_01/29/Friday 11:10:00_5-3_20_L1,01/29/2016 11:10,5-3,20,L1,2,280.550,
Chsim_01/29/Friday 11:10:00_5-3_20_L1,01/29/2016 11:10,5-3,20,L1,3,245.370,
Chsim_01/29/Friday 11:10:00_5-3_20_L1,01/29/2016 11:10,5-3,20,L1,4,292.060,
Chsim_01/29/Friday 11:10:00_5-3_20_5,01/29/2016 11:10,5-3,20,5,1,14.562,
Chsim_01/29/Friday 11:10:00_5-3_20_5,01/29/2016 11:10,5-3,20,5,2,150.340,
Chsim_01/29/Friday 11:10:00_5-3_20_5,01/29/2016 11:10,5-3,20,5,3,14.677,
Chsim_01/29/Friday 11:10:00_5-3_20_5,01/29/2016 11:10,5-3,20,5,4,27.089,
Chsim_01/29/Friday 11:10:00_5-3_25_L1,01/29/2016 11:10,5-3,25,L1,1,434.670,
Chsim_01/29/Friday 11:10:00_5-3_25_L1,01/29/2016 11:10,5-3,25,L1,2,477.010,
Chsim_01/29/Friday 11:10:00_5-3_25_L1,01/29/2016 11:10,5-3,25,L1,3,407.310,
Chsim_01/29/Friday 11:10:00_5-3_25_L1,01/29/2016 11:10,5-3,25,L1,4,361.100,
Chsim_01/29/Friday 11:10:00_5-3_25_5,01/29/2016 11:10,5-3,25,5,1,49.740,
Chsim_01/29/Friday 11:10:00_5-3_25_5,01/29/2016 11:10,5-3,25,5,2,38.801,
Chsim_01/29/Friday 11:10:00_5-3_25_5,01/29/2016 11:10,5-3,25,5,3,29.643,
Chsim_01/29/Friday 11:10:00_5-3_25_5,01/29/2016 11:10,5-3,25,5,4,33.654,
Chsim_01/29/Friday 11:10:00_5-3_29_L1,01/29/2016 11:10,5-3,29,L1,1,401.540,
Chsim_01/29/Friday 11:10:00_5-3_29_L1,01/29/2016 11:10,5-3,29,L1,2,384.910,
Chsim_01/29/Friday 11:10:00_5-3_29_L1,01/29/2016 11:10,5-3,29,L1,3,185.780,
Chsim_01/29/Friday 11:10:00_5-3_29_L1,01/29/2016 11:10,5-3,29,L1,4,512.700,
Chsim_01/29/Friday 11:10:00_5-3_29_5,01/29/2016 11:10,5-3,29,5,1,60.368,
Chsim_01/29/Friday 11:10:00_5-3_29_5,01/29/2016 11:10,5-3,29,5,2,46.334,
Chsim_01/29/Friday 11:10:00_5-3_29_5,01/29/2016 11:10,5-3,29,5,3,27.143,
Chsim_01/29/Friday 11:10:00_5-3_29_5,01/29/2016 11:10,5-3,29,5,4,69.586,
Chsim_01/29/Friday 11:10:00_5-3_31_L1,01/29/2016 11:10,5-3,31,L1,1,461.160,
Chsim_01/29/Friday 11:10:00_5-3_31_L1,01/29/2016 11:10,5-3,31,L1,2,383.790,
Chsim_01/29/Friday 11:10:00_5-3_31_L1,01/29/2016 11:10,5-3,31,L1,3,302.640,
Chsim_01/29/Friday 11:10:00_5-3_31_L1,01/29/2016 11:10,5-3,31,L1,4,392.260,
Chsim_01/29/Friday 11:10:00_5-3_31_5,01/29/2016 11:10,5-3,31,5,1,79.328,
Chsim_01/29/Friday 11:10:00_5-3_31_5,01/29/2016 11:10,5-3,31,5,2,89.797,
Chsim_01/29/Friday 11:10:00_5-3_31_5,01/29/2016 11:10,5-3,31,5,3,56.576,
Chsim_01/29/Friday 11:10:00_5-3_31_5,01/29/2016 11:10,5-3,31,5,4,38.582,
Chsim_01/29/Friday 11:10:00_5-3_32_L1,01/29/2016 11:10,5-3,32,L1,1,322.280,
Chsim_01/29/Friday 11:10:00_5-3_32_L1,01/29/2016 11:10,5-3,32,L1,2,272.920,
Chsim_01/29/Friday 11:10:00_5-3_32_L1,01/29/2016 11:10,5-3,32,L1,3,244.890,
Chsim_01/29/Friday 11:10:00_5-3_32_L1,01/29/2016 11:10,5-3,32,L1,4,291.500,
Chsim_01/29/Friday 11:10:00_5-3_32_5,01/29/2016 11:10,5-3,32,5,1,45.496,
Chsim_01/29/Friday 11:10:00_5-3_32_5,01/29/2016 11:10,5-3,32,5,2,57.303,
Chsim_01/29/Friday 11:10:00_5-3_32_5,01/29/2016 11:10,5-3,32,5,3,60.927,
Chsim_01/29/Friday 11:10:00_5-3_32_5,01/29/2016 11:10,5-3,32,5,4,151.580,
Chsim_01/29/Friday 11:10:00_5-3_34_L1,01/29/2016 11:10,5-3,34,L1,1,11.717,
Chsim_01/29/Friday 11:10:00_5-3_34_L1,01/29/2016 11:10,5-3,34,L1,2,10.969,
Chsim_01/29/Friday 11:10:00_5-3_34_L1,01/29/2016 11:10,5-3,34,L1,3,16.489,
Chsim_01/29/Friday 11:10:00_5-3_34_L1,01/29/2016 11:10,5-3,34,L1,4,24.935,
Chsim_01/29/Friday 11:10:00_5-3_34_5,01/29/2016 11:10,5-3,34,5,1,2.582,
Chsim_01/29/Friday 11:10:00_5-3_34_5,01/29/2016 11:10,5-3,34,5,2,3.224,
Chsim_01/29/Friday 11:10:00_5-3_34_5,01/29/2016 11:10,5-3,34,5,3,4.481,
Chsim_01/29/Friday 11:10:00_5-3_34_5,01/29/2016 11:10,5-3,34,5,4,4.009,
Chsim_01/29/Friday 11:40:00_5-4_12_L1,01/29/2016 11:40,5-4,12,L1,1,27.950,
Chsim_01/29/Friday 11:40:00_5-4_12_L1,01/29/2016 11:40,5-4,12,L1,2,33.111,
Chsim_01/29/Friday 11:40:00_5-4_12_L1,01/29/2016 11:40,5-4,12,L1,3,47.909,
Chsim_01/29/Friday 11:40:00_5-4_12_L1,01/29/2016 11:40,5-4,12,L1,4,74.998,
Chsim_01/29/Friday 11:40:00_5-4_12_5,01/29/2016 11:40,5-4,12,5,1,10.610,
Chsim_01/29/Friday 11:40:00_5-4_12_5,01/29/2016 11:40,5-4,12,5,2,16.351,
Chsim_01/29/Friday 11:40:00_5-4_12_5,01/29/2016 11:40,5-4,12,5,3,21.377,
Chsim_01/29/Friday 11:40:00_5-4_12_5,01/29/2016 11:40,5-4,12,5,4,17.610,
Chsim_01/29/Friday 11:40:00_5-4_20_L1,01/29/2016 11:40,5-4,20,L1,1,356.050,
Chsim_01/29/Friday 11:40:00_5-4_20_L1,01/29/2016 11:40,5-4,20,L1,2,154.580,
Chsim_01/29/Friday 11:40:00_5-4_20_L1,01/29/2016 11:40,5-4,20,L1,3,236.880,
Chsim_01/29/Friday 11:40:00_5-4_20_L1,01/29/2016 11:40,5-4,20,L1,4,421.660,
Chsim_01/29/Friday 11:40:00_5-4_20_5,01/29/2016 11:40,5-4,20,5,1,31.840,
Chsim_01/29/Friday 11:40:00_5-4_20_5,01/29/2016 11:40,5-4,20,5,2,38.695,
Chsim_01/29/Friday 11:40:00_5-4_20_5,01/29/2016 11:40,5-4,20,5,3,26.158,
Chsim_01/29/Friday 11:40:00_5-4_20_5,01/29/2016 11:40,5-4,20,5,4,38.326,
Chsim_01/29/Friday 11:40:00_5-4_25_L1,01/29/2016 11:40,5-4,25,L1,1,447.640,
Chsim_01/29/Friday 11:40:00_5-4_25_L1,01/29/2016 11:40,5-4,25,L1,2,454.930,
Chsim_01/29/Friday 11:40:00_5-4_25_L1,01/29/2016 11:40,5-4,25,L1,3,340.140,
Chsim_01/29/Friday 11:40:00_5-4_25_L1,01/29/2016 11:40,5-4,25,L1,4,367.300,
Chsim_01/29/Friday 11:40:00_5-4_25_5,01/29/2016 11:40,5-4,25,5,1,78.753,
Chsim_01/29/Friday 11:40:00_5-4_25_5,01/29/2016 11:40,5-4,25,5,2,62.908,
Chsim_01/29/Friday 11:40:00_5-4_25_5,01/29/2016 11:40,5-4,25,5,3,56.328,
Chsim_01/29/Friday 11:40:00_5-4_25_5,01/29/2016 11:40,5-4,25,5,4,51.122,
Chsim_01/29/Friday 11:40:00_5-4_29_L1,01/29/2016 11:40,5-4,29,L1,1,374.710,
Chsim_01/29/Friday 11:40:00_5-4_29_L1,01/29/2016 11:40,5-4,29,L1,2,360.610,
Chsim_01/29/Friday 11:40:00_5-4_29_L1,01/29/2016 11:40,5-4,29,L1,3,164.550,
Chsim_01/29/Friday 11:40:00_5-4_29_L1,01/29/2016 11:40,5-4,29,L1,4,423.120,
Chsim_01/29/Friday 11:40:00_5-4_29_5,01/29/2016 11:40,5-4,29,5,1,84.585,
Chsim_01/29/Friday 11:40:00_5-4_29_5,01/29/2016 11:40,5-4,29,5,2,41.455,
Chsim_01/29/Friday 11:40:00_5-4_29_5,01/29/2016 11:40,5-4,29,5,3,53.471,
Chsim_01/29/Friday 11:40:00_5-4_29_5,01/29/2016 11:40,5-4,29,5,4,42.738,
Chsim_01/29/Friday 11:40:00_5-4_31_L1,01/29/2016 11:40,5-4,31,L1,1,425.790,
Chsim_01/29/Friday 11:40:00_5-4_31_L1,01/29/2016 11:40,5-4,31,L1,2,407.820,
Chsim_01/29/Friday 11:40:00_5-4_31_L1,01/29/2016 11:40,5-4,31,L1,3,276.930,
Chsim_01/29/Friday 11:40:00_5-4_31_L1,01/29/2016 11:40,5-4,31,L1,4,277.470,
Chsim_01/29/Friday 11:40:00_5-4_31_5,01/29/2016 11:40,5-4,31,5,1,47.081,
Chsim_01/29/Friday 11:40:00_5-4_31_5,01/29/2016 11:40,5-4,31,5,2,63.094,
Chsim_01/29/Friday 11:40:00_5-4_31_5,01/29/2016 11:40,5-4,31,5,3,46.812,
Chsim_01/29/Friday 11:40:00_5-4_31_5,01/29/2016 11:40,5-4,31,5,4,48.022,
Chsim_01/29/Friday 11:40:00_5-4_32_L1,01/29/2016 11:40,5-4,32,L1,1,177.810,
Chsim_01/29/Friday 11:40:00_5-4_32_L1,01/29/2016 11:40,5-4,32,L1,2,418.810,
Chsim_01/29/Friday 11:40:00_5-4_32_L1,01/29/2016 11:40,5-4,32,L1,3,209.850,
Chsim_01/29/Friday 11:40:00_5-4_32_L1,01/29/2016 11:40,5-4,32,L1,4,328.290,
Chsim_01/29/Friday 11:40:00_5-4_32_5,01/29/2016 11:40,5-4,32,5,1,48.540,
Chsim_01/29/Friday 11:40:00_5-4_32_5,01/29/2016 11:40,5-4,32,5,2,177.180,
Chsim_01/29/Friday 11:40:00_5-4_32_5,01/29/2016 11:40,5-4,32,5,3,100.340,
Chsim_01/29/Friday 11:40:00_5-4_32_5,01/29/2016 11:40,5-4,32,5,4,198.760,
Chsim_01/29/Friday 11:40:00_5-4_34_L1,01/29/2016 11:40,5-4,34,L1,1,5.804,
Chsim_01/29/Friday 11:40:00_5-4_34_L1,01/29/2016 11:40,5-4,34,L1,2,7.997,
Chsim_01/29/Friday 11:40:00_5-4_34_L1,01/29/2016 11:40,5-4,34,L1,3,3.092,
Chsim_01/29/Friday 11:40:00_5-4_34_L1,01/29/2016 11:40,5-4,34,L1,4,2.681,
Chsim_01/29/Friday 11:40:00_5-4_34_5,01/29/2016 11:40,5-4,34,5,1,2.229,
Chsim_01/29/Friday 11:40:00_5-4_34_5,01/29/2016 11:40,5-4,34,5,2,1.915,
Chsim_01/29/Friday 11:40:00_5-4_34_5,01/29/2016 11:40,5-4,34,5,3,2.024,
Chsim_01/29/Friday 11:40:00_5-4_34_5,01/29/2016 11:40,5-4,34,5,4,1.335,
Chsim_01/30/Saturday 11:45:00_Collection_12_L1,01/30/2016 11:45,Collection,12,L1,1,18.598,
Chsim_01/30/Saturday 11:45:00_Collection_12_L1,01/30/2016 11:45,Collection,12,L1,2,66.810,
Chsim_01/30/Saturday 11:45:00_Collection_12_L1,01/30/2016 11:45,Collection,12,L1,3,24.817,
Chsim_01/30/Saturday 11:45:00_Collection_12_L1,01/30/2016 11:45,Collection,12,L1,4,29.037,
Chsim_01/30/Saturday 11:45:00_Collection_12_5,01/30/2016 11:45,Collection,12,5,1,28.421,
Chsim_01/30/Saturday 11:45:00_Collection_12_5,01/30/2016 11:45,Collection,12,5,2,7.387,
Chsim_01/30/Saturday 11:45:00_Collection_12_5,01/30/2016 11:45,Collection,12,5,3,29.037,
Chsim_01/30/Saturday 11:45:00_Collection_12_5,01/30/2016 11:45,Collection,12,5,4,19.737,
Chsim_01/30/Saturday 11:45:00_Collection_32_L1,01/30/2016 11:45,Collection,32,L1,1,357.230,
Chsim_01/30/Saturday 11:45:00_Collection_32_L1,01/30/2016 11:45,Collection,32,L1,2,420.940,
Chsim_01/30/Saturday 11:45:00_Collection_32_L1,01/30/2016 11:45,Collection,32,L1,3,246.290,
Chsim_01/30/Saturday 11:45:00_Collection_32_L1,01/30/2016 11:45,Collection,32,L1,4,636.980,
Chsim_01/30/Saturday 11:45:00_Collection_32_5,01/30/2016 11:45,Collection,32,5,1,91.773,
Chsim_01/30/Saturday 11:45:00_Collection_32_5,01/30/2016 11:45,Collection,32,5,2,35.456,
Chsim_01/30/Saturday 11:45:00_Collection_32_5,01/30/2016 11:45,Collection,32,5,3,43.599,
Chsim_01/30/Saturday 11:45:00_Collection_32_5,01/30/2016 11:45,Collection,32,5,4,71.631,
Chsim_01/30/Saturday 11:45:00_Collection_34_L1,01/30/2016 11:45,Collection,34,L1,1,5.271,
Chsim_01/30/Saturday 11:45:00_Collection_34_L1,01/30/2016 11:45,Collection,34,L1,2,6.650,
Chsim_01/30/Saturday 11:45:00_Collection_34_L1,01/30/2016 11:45,Collection,34,L1,3,7.267,
Chsim_01/30/Saturday 11:45:00_Collection_34_L1,01/30/2016 11:45,Collection,34,L1,4,12.529,
Chsim_01/30/Saturday 11:45:00_Collection_34_5,01/30/2016 11:45,Collection,34,5,1,3.710,
Chsim_01/30/Saturday 11:45:00_Collection_34_5,01/30/2016 11:45,Collection,34,5,2,3.402,
Chsim_01/30/Saturday 11:45:00_Collection_34_5,01/30/2016 11:45,Collection,34,5,3,3.035,
Chsim_01/30/Saturday 11:45:00_Collection_34_5,01/30/2016 11:45,Collection,34,5,4,3.310,
Chsim_01/30/Saturday 12:00:00_L1-2_12_L1,01/30/2016 12:00,L1-2,12,L1,1,66.580,
Chsim_01/30/Saturday 12:00:00_L1-2_12_L1,01/30/2016 12:00,L1-2,12,L1,2,54.865,
Chsim_01/30/Saturday 12:00:00_L1-2_12_L1,01/30/2016 12:00,L1-2,12,L1,3,100.210,
Chsim_01/30/Saturday 12:00:00_L1-2_12_L1,01/30/2016 12:00,L1-2,12,L1,4,69.095,
Chsim_01/30/Saturday 12:00:00_L1-2_12_5,01/30/2016 12:00,L1-2,12,5,1,17.850,
Chsim_01/30/Saturday 12:00:00_L1-2_12_5,01/30/2016 12:00,L1-2,12,5,2,15.507,
Chsim_01/30/Saturday 12:00:00_L1-2_12_5,01/30/2016 12:00,L1-2,12,5,3,19.934,
Chsim_01/30/Saturday 12:00:00_L1-2_12_5,01/30/2016 12:00,L1-2,12,5,4,19.605,
Chsim_01/30/Saturday 12:00:00_L1-2_32_L1,01/30/2016 12:00,L1-2,32,L1,1,290.080,
Chsim_01/30/Saturday 12:00:00_L1-2_32_L1,01/30/2016 12:00,L1-2,32,L1,2,0.992,
Chsim_01/30/Saturday 12:00:00_L1-2_32_L1,01/30/2016 12:00,L1-2,32,L1,3,339.720,
Chsim_01/30/Saturday 12:00:00_L1-2_32_L1,01/30/2016 12:00,L1-2,32,L1,4,393.050,
Chsim_01/30/Saturday 12:00:00_L1-2_32_5,01/30/2016 12:00,L1-2,32,5,1,211.450,
Chsim_01/30/Saturday 12:00:00_L1-2_32_5,01/30/2016 12:00,L1-2,32,5,2,138.330,
Chsim_01/30/Saturday 12:00:00_L1-2_32_5,01/30/2016 12:00,L1-2,32,5,3,151.670,
Chsim_01/30/Saturday 12:00:00_L1-2_32_5,01/30/2016 12:00,L1-2,32,5,4,55.257,
Chsim_01/30/Saturday 12:00:00_L1-2_34_L1,01/30/2016 12:00,L1-2,34,L1,1,3.050,
Chsim_01/30/Saturday 12:00:00_L1-2_34_L1,01/30/2016 12:00,L1-2,34,L1,2,4.361,
Chsim_01/30/Saturday 12:00:00_L1-2_34_L1,01/30/2016 12:00,L1-2,34,L1,3,4.977,
Chsim_01/30/Saturday 12:00:00_L1-2_34_L1,01/30/2016 12:00,L1-2,34,L1,4,4.274,
Chsim_01/30/Saturday 12:00:00_L1-2_34_5,01/30/2016 12:00,L1-2,34,5,1,2.847,
Chsim_01/30/Saturday 12:00:00_L1-2_34_5,01/30/2016 12:00,L1-2,34,5,2,3.142,
Chsim_01/30/Saturday 12:00:00_L1-2_34_5,01/30/2016 12:00,L1-2,34,5,3,2.612,
Chsim_01/30/Saturday 12:00:00_L1-2_34_5,01/30/2016 12:00,L1-2,34,5,4,3.017,
Chsim_01/30/Saturday 12:15:00_L1-3_12_L1,01/30/2016 12:15,L1-3,12,L1,1,45.964,
Chsim_01/30/Saturday 12:15:00_L1-3_12_L1,01/30/2016 12:15,L1-3,12,L1,2,91.201,
Chsim_01/30/Saturday 12:15:00_L1-3_12_L1,01/30/2016 12:15,L1-3,12,L1,3,41.857,
Chsim_01/30/Saturday 12:15:00_L1-3_12_L1,01/30/2016 12:15,L1-3,12,L1,4,93.767,
Chsim_01/30/Saturday 12:15:00_L1-3_12_5,01/30/2016 12:15,L1-3,12,5,1,27.249,
Chsim_01/30/Saturday 12:15:00_L1-3_12_5,01/30/2016 12:15,L1-3,12,5,2,12.621,
Chsim_01/30/Saturday 12:15:00_L1-3_12_5,01/30/2016 12:15,L1-3,12,5,3,20.166,
Chsim_01/30/Saturday 12:15:00_L1-3_12_5,01/30/2016 12:15,L1-3,12,5,4,21.690,
Chsim_01/30/Saturday 12:15:00_L1-3_32_L1,01/30/2016 12:15,L1-3,32,L1,1,471.000,
Chsim_01/30/Saturday 12:15:00_L1-3_32_L1,01/30/2016 12:15,L1-3,32,L1,2,399.550,
Chsim_01/30/Saturday 12:15:00_L1-3_32_L1,01/30/2016 12:15,L1-3,32,L1,3,258.420,
Chsim_01/30/Saturday 12:15:00_L1-3_32_L1,01/30/2016 12:15,L1-3,32,L1,4,431.050,
Chsim_01/30/Saturday 12:15:00_L1-3_32_5,01/30/2016 12:15,L1-3,32,5,1,62.700,
Chsim_01/30/Saturday 12:15:00_L1-3_32_5,01/30/2016 12:15,L1-3,32,5,2,183.260,
Chsim_01/30/Saturday 12:15:00_L1-3_32_5,01/30/2016 12:15,L1-3,32,5,3,65.844,
